GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,VarName127,Mnxs_BCCAl_SPT_nM,Mnxs_BCCAl_LPT_nM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol
14444,23,D,7,2,11,6842,7.525366667,-152.0200833,5210,11/3/18 2:47,11/3/18 2:47,3100,3116.7,2.0177,0,1006.8,347.6,1365.3,,,,,,,82.91416286,0.158305759,0.160938951,2032.9308,0.027608666,0.047091708,0.005356112,116.7940579,0.067984117,0.088042118,0.016170416,0.081475253,0.072281713,0.016975069,0.01653302,0.012462404,0.017723303,0.01690882,0.002446451,0.017478543,0.014622794,0.014746223,0.00316028,0.009069317,0.009069442,0.001249624,0.007893573,0.008040132,0.001519883,0.057790274,1.25E-05,0.026615557,148.2724285,186.2589192,0.031133261,9.751004783,1.521440441,9.440002719,38.01040207,75.33358864,0.302426102,4.515848706,51.72800102,13.40949515,0.033217687,0.009768924,0.005882778,0.000578089,9.171117998,2.969227244,2.753530921,3.143818545,-26.39167098,12.72809694,-25.93764004,6.617378976,14.57853252,0.022526705,0.018949005,277.8598501,0.003093817,0.003042961,0.054953144,11.00066751,0.009105185,0.008508501,0.002204556,0.00941598,0.008725177,0.002077537,0.002025284,0.001019073,0.001642334,0.001250233,0.000346213,0.002160054,0.002008317,0.001989389,0.000367624,0.001303429,0.001198543,0.000193014,0.001111649,0.001339913,0.00019455,0.035328841,-5.23E-05,0.003298478,61.66194844,13.72589434,0.009293097,7.724075057,0.152217841,1.732583784,4.386924772,19.26169632,18.95872291,0.068872498,0.459444127,3.139809368,2.201005565,,36.7964957,3.8820984,148.2724285,61.66194844,0.749391025,0.132715475,0.917845489,0.297160263,0.185037278,0.211264606,0.047602325,0.019796345,0.001605249,0,0.003197615,0.000337354,1.904678982,0.661274043,0.393447416,0.481889861,0.0971488,0.024992309,0.000842793,0.001678821,0.200696634,0.449375362,0.319481172,0.029936673,0,0.000510158,178.3414582,428.5897872,52.44808785,42.11666897,3.400342425,10.17625082,0.252829275,0.221694948,71.99384172,160.3542553
14443,23,D,8,2,11,6842,7.525366667,-152.0200833,5210,11/3/18 2:47,11/3/18 2:47,2900,2918.7,2.0177,0,1181.6,407.6,1638.5,,,pTM Qp Supor dropped face down on clean wipe; should be okay,,,some dark specks,11.36203076,0.147870794,-0.074375638,1345.240135,0.038116253,0.042852101,0.004567679,128.1785071,0.067940019,0.067565283,0.015591668,0.072453903,0.06592659,0.014727715,0.014777737,0.013073286,0.019048385,0.016954317,0.002412437,0.017164612,0.014108657,0.014702308,0.003191094,0.009202355,0.009321314,0.001259619,0.009128796,0.007677402,0.001299055,0.042066598,-0.000260755,-0.001080021,136.9027505,269.3556517,0.02487038,9.900401276,1.179775041,-2.187432873,36.84895362,57.76296491,0.287058787,4.438823195,39.34877273,13.61209025,0.042694858,0.010287304,0.008326354,0.000931408,8.118938389,3.5468005,2.806715443,3.068296657,-25.64291609,12.47407524,-25.47101169,5.294218197,9.890821536,0.029670709,0.000619524,206.0790963,0.002198149,0.010688173,0.047607149,12.73984793,0.008802894,0.005998642,0.002125867,0.00975825,0.008417061,0.002174488,0.001950615,0.001438391,0.00200405,0.002182139,0.000396592,0.002115603,0.002254671,0.002255067,0.000521058,0.001602968,0.001393461,0.000236694,0.001560655,0.001403206,0.000255198,0.027761646,7.99E-05,0.002222435,70.30166847,16.06387557,0.009206336,1.251954977,0.095379018,0.925660317,3.322875108,9.456239421,10.05586694,0.033796254,0.368356327,2.761171777,-0.09064023,,35.72813081,2.747315348,136.9027505,70.30166847,0.963195995,0.187842547,0.812543354,0.354963794,0.188611278,0.206189535,0.043952132,0.022570096,0.000221382,0,0.003104775,0.000238742,2.011628915,0.771804714,0.478813954,0.403923083,0.093760473,0.021849026,0.000110051,0.001543413,0.243380927,0.459914001,0.26715247,0.029243273,0,0.000309329,158.5073774,518.3278468,38.19227242,57.98153227,4.15024735,8.939533443,0.159091153,0.665354557,50.53575139,-5.642488287
14512,25,S,1,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,2000,1960.79602,11.24378109,distal N-EPR,1179.3,413.6,1653.8,,,,,,,96.29917292,0.331199057,-0.084352884,3446.288535,0.08655337,0.12219373,0.00806409,213.0705989,0.109006111,0.183281438,0.022630699,0.102022362,0.09787652,0.022328899,0.021650122,0.021669705,0.030441548,0.029124235,0.003813428,0.026817979,0.025990551,0.025366226,0.006212752,0.019077023,0.017571695,0.002857422,0.01746566,0.018439,0.003113879,0.062359117,0.001009268,0.010008463,236.1527056,390.6106183,0.066647584,10.20089357,1.828956407,8.446219654,39.34256267,88.43822834,0.469461536,31.86004256,36.90913402,19.68007132,0.057312943,0.007676342,0.01080059,0.00119271,10.69159807,4.194399242,6.188430625,4.923158742,-25.59745362,13.17909562,-24.36701789,8.29452133,25.3092678,0.021084759,0.004421783,400.1748638,0.003474462,0.006115734,0.050757264,10.80937108,0.005993133,0.004831145,0.001316102,0.00433061,0.0049248,0.001297589,0.000952144,0.000964151,0.001553568,0.000661239,0.00021911,0.001418776,0.001750495,0.001546379,0.000350521,0.001207382,0.001101352,0.000171604,0.001107421,0.001156907,0.000192314,0.008325548,-5.86E-05,0.003210459,45.45365888,28.93979902,0.009008307,0.848083343,0.109861313,0.83921435,2.879503697,6.767963157,7.01835494,0.048182745,0.652809409,1.149671026,1.875257673,,37.40918047,2.507374592,236.1527056,45.45365888,1.292979998,0.243661314,1.070015135,0.419775476,0.415862538,0.330836267,0.07581597,0.014592732,0,0,0.003250858,0.000217891,2.857924498,1.009083681,0.452419229,0.37440287,0.14551208,0.026528332,0,0.001137489,0.241467897,0.415996695,0.327858109,0.01446137,0,0.000215929,146.7265366,373.2088863,19.65216033,41.21348789,7.466178479,9.05550356,0.312827465,0.211326075,50.38283755,64.79857278
14511,25,S,2,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,1600,1568.636816,8.995024876,0,1189.2,435.1,1628.9,,,,,,some dark specks despite wiping the C plate last time,110.6188584,0.214653924,0.096886332,4571.153173,0.097455248,0.178238359,0.007665611,212.4763558,0.061888189,0.132213224,0.013102043,0.057427658,0.057503693,0.013641623,0.012040873,0.018504632,0.0281075,0.017070356,0.002443564,0.016016639,0.017570528,0.016525151,0.004015014,0.011857145,0.012056943,0.0018799,0.012182861,0.011972645,0.002178528,0.051604378,0.000423804,0.016943936,131.3700588,412.4501743,0.045296392,7.328783306,1.047973158,13.08814711,32.24878725,48.75829107,0.42596705,8.130476319,17.07045226,4.691937544,0.072194947,0.007773974,0.009722923,0.001126759,12.3371221,5.096307686,5.70764098,5.347821104,-26.08242254,13.18378051,-24.47328654,8.101955026,23.46751856,0.049182974,0.014254625,413.2818393,0.006561253,0.006423214,0.049860424,22.349124,0.013350343,0.015627525,0.002859935,0.01150877,0.012280853,0.002678722,0.003103796,0.002415435,0.003333011,0.003309974,0.000532733,0.003303691,0.003542478,0.003489352,0.000865672,0.002361086,0.002612985,0.00034104,0.002725175,0.002565265,0.000486077,0.025947479,0.000433217,0.004941609,74.08042502,48.4857656,0.015431384,1.816420282,0.252923044,5.094390363,12.20523743,18.585278,18.19935962,0.065252963,1.02590104,1.362186376,1.055121817,,31.17326058,11.59874099,131.3700588,74.08042502,1.628718015,0.219349135,1.23469918,0.510038473,0.383553474,0.359373578,0.042175881,0.023783252,0,0,0.002708956,0.001007931,3.291855506,1.113552369,0.494772025,0.375076967,0.11651589,0.012812191,0,0.000822927,0.196981427,0.458028277,0.322727146,0.021358,0,0.000905149,175.0391974,200.5314867,18.84827431,23.23896406,9.286749258,8.629106109,0.43214519,0.132476282,11.37576812,21.76147584
14510,25,S,3,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,800,784.318408,4.497512438,S min,1120.9,418.4,1535,,,,,,some dark specks,235.978611,0.223815787,0.116410067,5714.082113,0.145016461,0.344902027,0.007971571,241.1631941,0.070540627,0.114793833,0.014043607,0.065332632,0.064131174,0.015432791,0.015896349,0.020177287,0.030688735,0.019480372,0.002614796,0.017954178,0.017892651,0.017996908,0.00399928,0.012817756,0.013004497,0.001967977,0.011893865,0.012247074,0.00212123,0.095038211,0.000360717,0.030777914,97.96905205,561.5166302,0.039438393,4.523619955,1.936847968,12.36238962,35.87776791,39.54696453,0.455249462,9.755303147,12.66085509,20.33728615,0.090492108,0.010867968,0.015998706,0.001997844,14.06038148,6.40075223,5.935455522,6.87785619,-25.75881535,14.67926052,-23.81712426,7.962533635,14.00212892,0.031284824,0.006058956,416.0856487,0.00545391,0.011179643,0.052598427,13.92511106,0.012804303,0.018114805,0.002751479,0.011682401,0.010312552,0.003250157,0.002311653,0.001537611,0.001977219,0.002458492,0.000406451,0.002482319,0.002294834,0.002368038,0.000461995,0.001583923,0.00133932,0.000276977,0.002831422,0.002890699,0.000689998,0.065246243,0.000396219,0.005759916,149.8697322,45.7180677,0.030309072,4.191619567,0.274837072,0.159778232,16.94887375,38.41006121,39.64093242,0.06783729,1.198528601,1.094238343,21.61174752,,35.07569529,15.72189025,97.96905205,149.8697322,2.041501966,0.360930814,1.407162978,0.640587283,0.398862611,0.462191936,0.031452609,0.048115134,0,0,0.003048078,0.001366232,3.882028243,1.513191399,0.525885398,0.362481386,0.102745932,0.008102107,0,0.000785177,0.238522908,0.423335266,0.305441821,0.031797124,0,0.000902881,161.1565955,349.9427487,19.35466843,43.69922303,8.326497354,8.007985598,0.61423297,0.244534462,36.21849302,472.7178686
14509,25,S,4,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,500,490.199005,2.810945274,particle feature,1261.2,390.6,1661.5,,,,,,,365.0598277,0.272900117,0.394787877,5416.596078,0.124961792,0.920292922,0.008538934,292.5287124,0.076557439,0.111100072,0.014356765,0.071645229,0.064270006,0.016513984,0.015000369,0.024838154,0.038668473,0.020053028,0.002659415,0.018576856,0.01880904,0.018577904,0.004484476,0.014265179,0.014591084,0.002073943,0.013510384,0.014052488,0.002586556,0.165707659,0.000233573,0.067442061,130.8768826,1057.820783,0.057750104,5.629248154,2.129795411,28.06780744,50.17212331,47.66609946,0.718437548,15.13144906,15.1857777,20.33249427,0.105442795,0.014352675,0.022824573,0.00301127,16.24655376,6.783495017,9.813504191,8.308061977,-24.22046708,12.0519781,-23.50186091,8.199253475,26.13092245,0.036993635,0.059647984,454.1499726,0.005238575,0.019510439,0.046416483,19.38026262,0.007447191,0.008420589,0.001669989,0.006227984,0.006934603,0.001918689,0.001368974,0.001805404,0.002659304,0.001974001,0.000373687,0.002434499,0.002284281,0.002264998,0.000630325,0.001752827,0.001621348,0.000241285,0.001753204,0.001625098,0.000299217,0.027356514,2.82E-05,0.007881595,41.84199147,57.14029847,0.013874788,1.423541876,0.23356821,1.385478063,4.366128085,20.06225635,20.74700434,0.079088405,1.508865539,0.952007174,1.395619089,,49.10063427,4.023567701,130.8768826,41.84199147,2.378789465,0.514922364,1.6259551,0.678892181,0.659467482,0.558301765,0.042017549,0.01343322,0,0.000325076,0.004266845,0.000349648,4.710496441,1.766224254,0.504997614,0.345177015,0.139999571,0.008919983,0,0.000905816,0.291538497,0.384374849,0.316099025,0.007605614,0.000184051,0.000197964,99.67926242,399.4479115,13.56815396,52.6995806,7.346560389,7.579717086,0.869989451,0.341447979,19.22111438,24.4244277
14508,25,S,5,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,200,196.079602,1.124378109,0,1163.4,535.4,1703.4,,,,,,,385.5754728,0.179931399,0.361191661,4007.208889,0.12109167,2.170916946,0.006229563,367.7055748,0.061440486,0.069072095,0.008343628,0.039826815,0.037911162,0.008659168,0.009567522,0.02953992,0.048089246,0.014068953,0.001752168,0.011346744,0.010971924,0.011256792,0.002542705,0.008298088,0.008220316,0.001243762,0.007847993,0.007748576,0.001471378,0.228646566,-0.000458629,0.041175703,32.45547269,1675.692532,0.030490044,1.522651121,1.020580476,1.457163538,44.06044728,12.95377494,0.826474875,11.29858654,9.338017726,12.97047322,0.186459556,0.027578128,0.040103726,0.005709806,15.80089531,8.895838052,7.288706026,8.887477074,-23.51314386,12.22194005,-23.17024409,8.47856463,72.13581723,0.04374226,0.057071346,583.9880088,0.009632405,0.097732028,0.050143704,21.87701639,0.00923549,0.007771172,0.001664079,0.007093226,0.006609093,0.001487112,0.001681795,0.002055927,0.003016378,0.002389187,0.000369786,0.002284564,0.002159859,0.002161708,0.000559451,0.001634616,0.001626851,0.000237064,0.001520561,0.001665937,0.000291528,0.068692492,-6.14E-05,0.012445615,17.85459223,197.7986767,0.007955411,4.70123402,0.228112269,1.003787857,5.451209065,11.68759388,11.57785039,0.089795247,2.216402251,0.897080851,41.06922792,,43.79473432,5.305033519,32.45547269,17.85459223,4.206527593,0.904740068,1.581353602,0.890295472,0.489801045,0.597238459,0.010419712,0.005732152,0,0.000472963,0.003805762,0.000461007,6.291907715,2.398940122,0.668561553,0.251331341,0.07784619,0.00165605,0,0.000604866,0.37714158,0.371120339,0.248959302,0.002389452,0.000197155,0.000192171,111.2731321,202.7502261,16.45774928,28.8667566,6.761139097,7.023658005,1.295534177,0.49409849,7.74036583,207.6314595
14507,25,S,6,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,125,122.5497512,0.702736318,NECC,1064.2,509.6,1585.9,,,Red aggs to XRF,,,,332.9469637,0.073238253,0.4382889,4396.235123,0.105908438,2.743118049,0.006544954,35.48635428,0.05533324,0.016412086,0.00292944,0.0160355,0.014466647,0.003621407,0.003399923,0.003508354,0.004840659,0.005948301,0.000583581,0.004492243,0.004139476,0.004812109,0.001102746,0.003477654,0.003502727,0.00056177,0.003734995,0.003437953,0.000708826,0.269394338,-0.000647692,0.090870163,17.62773597,5962.948916,0.047089961,1.416138703,0.854393697,4.157262561,27.26607448,13.45603809,1.228821003,15.03643468,10.39000107,11.18437692,0.580797837,0.099005895,0.089639385,0.01186342,15.41287126,9.143167384,10.64595668,15.8836654,-24.49416712,5.052483696,-22.81879796,7.018495229,590.6036491,0.023554003,1.65178186,602.7111209,0.004625323,0.302179858,0.054589108,7.057391191,0.003947491,0.003300102,0.00093608,0.002839864,0.003130518,0.001215788,0.000545749,0.000732573,0.001044811,0.000944992,0.000220133,0.001202013,0.001357043,0.001331742,0.000314461,0.001173416,0.001020092,0.000236115,0.001327065,0.001302612,0.000216071,0.033418165,-4.36E-06,0.020757684,15.89324242,902.6638524,0.013180254,12.55439001,0.647823562,0.07251362,3.778655274,2.634843394,2.404055159,0.123864203,3.078582842,1.467701024,9.000740526,,27.12175621,3.648537298,17.62773597,15.89324242,13.10279921,2.022264531,1.542520156,0.915048192,0.715408289,1.067382315,0.005659321,0.005102468,0.000671875,0,0.002356881,0.000317058,15.36941573,4.010114564,0.852524223,0.100362967,0.046547527,0.00036822,4.37E-05,0.000153349,0.504290962,0.22818505,0.266172524,0.0012724,0,7.91E-05,97.40110897,99.30538928,16.60351218,13.14267752,5.86629551,7.555948102,0.460027092,0.334764549,1.875645269,9.971309366
14506,25,S,7,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,80,78.4318408,0.449751244,DCM,869.5,401.4,1287,,,Red aggs to Pa/Th,,,,505.3246136,0.555500497,0.600106932,7129.903869,0.113465206,2.203731194,0.008309181,6.012183612,0.1895951,0.028521433,0.008364262,0.043393919,0.039423305,0.010147807,0.011505526,0.00331626,0.003010093,0.015856354,0.003639088,0.020550846,0.033565368,0.032686755,0.011010638,0.045755485,0.046004348,0.007734492,0.050260322,0.050519774,0.009097623,0.44242111,-0.001106335,0.181407829,-0.406255273,12243.54312,0.055932331,0.615148369,2.972801249,11.33222921,15.14174471,1.39736198,2.653905526,18.65113148,14.55207628,15.13109645,1.161030026,0.188313836,0.14407672,0.020653581,39.34913583,14.77197562,14.20541455,40.0415211,-22.42556221,8.010596837,-21.92964082,9.581899565,2085.915426,0.060933439,2.534964474,747.9217459,0.004505036,0.615858172,0.066444398,67.7724881,0.0064784,0.004078342,0.001366915,0.005535446,0.005228732,0.001771328,0.001633322,0.005789845,0.008890342,0.003190688,0.000310376,0.002355251,0.002642728,0.002483543,0.000761001,0.003089687,0.003529,0.000494519,0.003900895,0.003508828,0.000693716,0.039125379,-0.000170766,0.044067633,71.94772279,1900.03057,0.020320982,7.240558831,5.932245387,2.164339299,2.389665522,3.294783808,3.465192781,0.280909411,4.07530974,2.09065074,10.09405895,,15.14507072,1.800629516,0,71.94772279,26.19283738,3.250370803,3.938061513,1.47837932,0.954603858,2.690790218,0,0.023098555,0.000149378,0,0.001315818,0.000156475,31.08696795,7.442795372,0.842566487,0.126678855,0.030707525,0,4.81E-06,4.23E-05,0.436713713,0.198632267,0.361529517,0.003103479,0,2.10E-05,94.82794433,75.82863261,15.3806651,10.87013116,6.16539946,6.975870992,0.179991296,0.324130665,1.23584295,5.312577129
14505,25,S,8,1,4,6850,4.999466667,-151.9869333,5035,11/4/18 11:28,11/4/18 11:28,25,24.50995025,0.140547264,ML,916.2,425.6,1385.7,,,,,,,236.5851477,0.709222406,0.583541431,4457.16149,0.058127466,1.125986566,0.007836714,5.821177146,0.233434411,0.078345529,0.016855326,0.076787897,0.076276996,0.020231345,0.020609384,0.005689271,0.005355882,0.0275566,0.0056487,0.031355886,0.047426063,0.045849951,0.013917408,0.052006623,0.05359076,0.008846277,0.063663978,0.064342918,0.010942201,0.1712973,0.001845378,0.090304941,41.97303941,7884.628457,0.222577067,8.903795,1.23270512,9.596874751,11.59604767,58.59000929,2.339509092,10.40452452,21.14675799,10.4187433,0.695099002,0.099256063,0.045189795,0.005928972,18.77800655,3.825555059,7.087351509,5.732518394,-21.8679152,5.405557582,-21.5768861,7.204179411,1304.997926,0.033521329,0.021538627,551.4320969,0.001942135,0.171880169,0.062940271,9.782594672,0.012988637,0.028237753,0.00425566,0.015685641,0.015308067,0.00306436,0.002813189,0.001013165,0.001276509,0.003585439,0.000409841,0.003040578,0.002220429,0.001969153,0.00044344,0.001358598,0.001552925,0.000241797,0.001938109,0.002096283,0.000321662,0.009205385,0.000529655,0.006023523,19.93985461,543.2520118,0.014381421,1.252848123,0.116615838,-1.203737085,0.615073496,3.187650709,3.000457713,0.106361532,0.823554034,0.691960211,2.353877343,,11.25241439,0.451825906,41.97303941,19.93985461,15.68143349,1.019481771,1.879302895,0.38286155,0.476270021,0.385225236,0.013475292,0.006401618,0.004437994,0,0.000977835,3.93E-05,18.05589753,1.794009439,0.868493713,0.104082497,0.026377532,0.00074631,0.000245792,5.42E-05,0.568270015,0.213411112,0.214728656,0.00356833,0,2.19E-05,88.15875168,83.18385179,12.58855299,10.91385163,7.003088583,7.621860235,0.142807816,0.316391225,1.321399399,4.332938106
14584,25,D,1,1,10,6858,5.01295,-152.02555,5050,11/5/18 11:02,11/5/18 11:02,4990,4990.2,0.4964,bottom-40,1112.9,371.9,1538.7,,,,,,,54.36286164,0.890229607,-0.020006567,3133.146627,0.034975392,0.02816362,0.005005596,150.504689,0.390388381,0.697735718,0.106450773,0.452135622,0.442766445,0.102405114,0.097114726,0.032443836,0.037674294,0.100681377,0.015659853,0.101401594,0.089120198,0.084612594,0.017317594,0.050616664,0.050270778,0.006986488,0.043012016,0.044477423,0.006824371,0.258108946,0.028251879,0.014698968,2573.637241,288.9474571,0.636860087,100.7837946,2.616883577,8.509477251,177.2872101,664.8178227,2.701938739,5.899393263,34.44406161,6.590117781,0.031985844,0.00327397,0.00653952,0.000747876,2.964673915,3.656589082,5.107073799,7.532042945,-28.53534191,17.58055301,-25.62169606,8.31902483,12.66146037,0.127107928,0.021502689,417.9810676,0.002612809,0.007220804,0.051863267,23.03438462,0.061616877,0.079701906,0.017655277,0.074337542,0.070601007,0.016145597,0.014928071,0.004890697,0.005509575,0.014792618,0.002392276,0.015389193,0.014222269,0.01293393,0.002728936,0.007159146,0.006926791,0.000933296,0.006246264,0.006235166,0.000896417,0.097424766,0.002752401,0.005604659,250.7318595,55.49430144,0.067263417,27.4109052,0.727279867,-0.846461716,72.02617389,105.5994853,108.1409726,0.980705442,2.321319319,8.02796694,1.717395092,,156.216842,69.97343216,2573.637241,250.7318595,0.72160065,0.147531571,0.296704565,0.365951435,0.343195359,0.506153286,0.826256903,0.080496554,0,0.000385029,0.013575244,0.006080691,2.20133272,1.106598566,0.327801719,0.134784062,0.155903447,0.375343943,0,0.00616683,0.133319865,0.330699358,0.457395574,0.072742326,0.000347939,0.005494939,110.6977882,117.8412886,11.33067742,13.47662627,9.769741391,8.744123802,0.097469692,0.130117945,22.80732229,30.94723327
14583,25,D,2,1,10,6858,5.01295,-152.02555,5050,11/5/18 11:02,11/5/18 11:02,4950,4950,0.4964,bottom-80; small BNL starts 4915m,1141.8,399.5,1550.4,,,,,,,-2.189454665,1.0774624,-0.112623497,3053.062812,0.027714844,0.037958485,0.004659784,171.7496681,0.532496092,0.91608125,0.143530373,0.597503537,0.592528574,0.130537208,0.132673691,0.039216839,0.045628533,0.130119002,0.019349455,0.133061754,0.114855667,0.109811012,0.022154689,0.063010456,0.062718799,0.008709723,0.053834708,0.053895786,0.008234314,0.387629192,0.032110155,0.000696536,3150.359808,376.572893,0.747764603,123.3854425,3.928653409,1.448815848,191.2069825,961.2152664,2.905250926,7.367945163,41.9853802,54.46110644,0.023790861,0.003740105,0.006786606,0.000745102,3.458169207,3.549765014,7.123098425,6.121973331,-28.40116462,16.11401703,-25.3302409,8.344775186,13.93637109,0.152880719,0.111285351,389.6467612,0.00059917,0.004008294,0.050549827,18.53135821,0.066262417,0.118278825,0.019040772,0.07860545,0.076980126,0.017322857,0.017443159,0.005003255,0.005221502,0.017984177,0.003072476,0.019161305,0.016113258,0.016058418,0.003346228,0.009072732,0.008765898,0.001190654,0.007783471,0.007666097,0.001178831,0.073056474,0.002802235,0.003982759,337.1291102,37.47132016,0.089594676,20.9961335,0.515564876,0.69756843,53.80666283,122.9933161,129.143125,0.791860978,2.370110909,6.554824308,2.310192037,,165.4149868,51.0465868,3150.359808,337.1291102,0.536721828,0.153105832,0.346093574,0.355260483,0.478672214,0.411396608,1.011411591,0.108234078,0,0,0.014374562,0.004435948,2.38727377,1.032432949,0.224826258,0.144974397,0.200509979,0.423668037,0,0.00602133,0.148296151,0.344100295,0.398472955,0.104834002,0,0.004296597,63.17730678,181.1146769,9.931954502,19.88459209,6.361014518,9.108292292,0.100799833,0.106969641,144.6230131,61.65227238
14582,25,D,3,1,10,6858,5.01295,-152.02555,5050,11/5/18 11:02,11/5/18 11:02,4870,4868.2,0.4964,bottom-160,1077.1,369.4,1442.8,,,,,,,108.4041541,1.16088808,0.191018513,3915.834537,0.028804545,0.029043958,0.005039481,161.2264449,0.5573389,0.969630508,0.155231316,0.644176795,0.646184551,0.142455629,0.14752868,0.041318649,0.047236409,0.141794972,0.021791015,0.146355488,0.123676608,0.119108768,0.02421316,0.069324656,0.068293795,0.009307512,0.058184066,0.057156986,0.008737674,0.278445685,0.032608645,0.015685288,3097.452093,380.9034619,0.742920277,103.9340597,3.885992646,4.932609708,185.5340498,965.8304072,2.717381472,6.482300926,41.30227543,11.73764462,0.028416537,0.003955381,0.00555457,0.000614546,3.384207223,4.069716891,9.02862171,6.065552979,-27.14340164,17.50794966,-25.79701304,8.756052521,6.059763479,0.059460351,0.009989053,189.2404867,0.000508116,0.002698514,0.053726447,10.46313606,0.027084471,0.049987479,0.007810271,0.033143822,0.030677919,0.00696592,0.007455723,0.002206478,0.002401833,0.006981207,0.001174563,0.007489105,0.006867271,0.006435512,0.001278799,0.003250114,0.003791742,0.00049489,0.002826325,0.003074809,0.000461136,0.048696862,0.001528595,0.00202942,147.9121401,22.36651901,0.041598223,12.46850196,0.273388181,-0.457801016,31.85409149,46.18096654,46.79670825,0.474517476,1.010252721,4.343604176,0.894120618,,160.1752095,30.6431348,3097.452093,147.9121401,0.641077063,0.125311091,0.338691459,0.407297266,0.606723379,0.40760516,0.994425761,0.047486656,0,0,0.013919226,0.002662888,2.594836888,0.990363063,0.247058714,0.130525144,0.233819467,0.383232474,0,0.005364201,0.126530458,0.411260559,0.411571448,0.047948735,0,0.0026888,74.60298827,248.3430548,10.38420943,27.47614209,7.184272308,9.038497979,0.076250181,0.120649691,30.8152742,39.9758504
