GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol,Cruise,Station,Depth,Latitude,Longitude,BotDepth,slitersBL,Sr86_SPL_pM,Y89_SPL_pM,Mo95_SPL_pM,Rh103_SPL_pM,Ag109_SPL_pM,Cd111_SPL_pM,In115_SPL_pM,Ba137_SPL_pM,La139_SPL_pM,Ce140_SPL_pM,Pr141_SPL_pM,Nd143_SPL_pM,Nd146_SPL_pM,Sm147_SPL_pM,Sm149_SPL_pM,Eu151_SPL_pM,Eu153_SPL_pM,Gd157_SPL_pM,Tb159_SPL_pM,Gd160_SPL_pM,Dy161_SPL_pM,Dy163_SPL_pM,Ho165_SPL_pM,Er166_SPL_pM,Er167_SPL_pM,Tm169_SPL_pM,Yb172_SPL_pM,Yb174_SPL_pM,Lu175_SPL_pM,Pb208_SPL_pM,Th232_SPL_pM,U238_SPL_pM,Al27_SPL_pM,P31_SPL_pM,Sc45_SPL_pM,Ti47_SPL_pM,V51_SPL_pM,Cr52_SPL_pM,Mn55_SPL_pM,Fe56_SPL_pM,Fe57_SPL_pM,Co59_SPL_pM,Ni60_SPL_pM,Cu63_SPL_pM,Zn66_SPL_pM,In115_SPL_pM_1
13948,19,S,3,1,3,6779,17.5,-152,5147,10/27/18 0:46,10/27/18 0:46,550,547.3,0.6683,global O2 min,1119.2,435.4,1550.2,,,,QMA punches mistakenly put to fridge,†Sp mistakenly put to oven; Spike will try rinsing screen anyway but probably wont get it all off,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,6,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,19,547,17.5,-152,5147,435.4,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,6,6
13949,19,S,2,1,3,6779,17.5,-152,5147,10/27/18 0:46,10/27/18 0:46,800,795.3,0.6683,0,1202.1,447.7,1649.8,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,19,795,17.5,-152,5147,447.7,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,6,6
13950,19,S,1,1,3,6779,17.5,-152,5147,10/27/18 0:46,10/27/18 0:46,1075,1077.7,0.6683,0,1192,424.8,1679.7,,,piece of lint to proteins (couldnt remove),,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,19,1078,17.5,-152,5147,424.8,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,6,6
14015,19,D,8,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,1500,1498,0.679,0,1150.2,387.2,1572.2,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,6,6,1,6,1,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,6,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,3,6,3,6,1,3,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14016,19,D,7,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,2100,2099,0.679,N-EPR edge,1133.6,395.3,1544.4,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,6,1,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,6,1,6,6,1,6,6,1,1,6,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14017,19,D,6,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,2700,2700,0.679,N-EPR edge,1119.7,384.4,1509.3,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,6,1,1,1,1,1,6,6,6,1,6,1,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,6,3,3,1,1,1,1,15,19,2700,17.5,-152,5130,384.4,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,6,1
14018,19,D,5,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,3500,3500,0.679,0,400.8,137.1,542.7,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,6,1,6,1,6,6,6,6,6,1,1,6,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,1,6,1,1,6,1,6,6,1,6,1,6,6,6,6,6,1,1,6,1,6,6,6,6,1,1,1,1,6,1,6,6,6,1,6,1,1,6,6,1,3,6,3,6,3,3,1,1,1,1,15,19,3500,17.5,-152,5130,137.1,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,6,1,6,6
14019,19,D,4,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,4500,4498,0.679,0,1160.8,376.7,1565.4,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,6,1,1,1,1,1,6,6,6,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,6,3,3,1,1,1,1,15,19,4498,17.5,-152,5130,376.7,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1
14020,19,D,3,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,4970,4971.8,0.679,"bottom-160--very high p234Th, very low Ra--high MnO2?",618,197.2,1550,,"Leaking 2nd cartridge holder; S,Q volumes ok; total volume includes leak. ",,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,6,1,1,1,6,1,6,1,6,6,6,6,1,1,1,1,6,6,6,1,6,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,3,6,3,6,3,3,1,1,1,1,15,19,4972,17.5,-152,5130,197.2,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,6,6
14021,19,D,2,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,5050,5053.3,0.679,bottom-80,1107.5,407,1524.7,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,1,15,19,5053,17.5,-152,5130,407,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,6,6
14022,19,D,1,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,5090,5094.2,0.679,bottom-40,1002.3,376.9,1431.3,,,,,,,6,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,15,19,5094,17.5,-152,5130,376.9,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,6,6
14129,21,S,8,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,20,16.8,0.7487,ML,827.2,423.8,1285.8,,,several large black specks; gross stuff - shallow ML (23 m) - pump at 20 m - surface crap could be mixed down. eNd/ proteins and protein get black specks. Qp TM: particles are fatty - seem to float when I rinse down; XRF gets large black agg,,,,1,1,1,6,1,1,6,6,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,6,1,6,1,1,1,1,1,1,1,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,1,6,1,1,1,6,1,1,6,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,21,17,11,-152,5386,423.8,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,6,6
14130,21,S,7,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,45,40.8,0.7487,"particle, salinity max (DCM at 60m)",882.3,440.8,1336.1,,,,,,,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,1,6,6,1,1,1,6,6,1,1,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,15,21,41,11,-152,5386,440.8,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,6,6
14131,21,S,6,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,100,95.8,0.7487,0,1000.2,508,1516.2,,,XRF gets red/black aggregates,,Pb/Po distribution a bit bad,,1,1,6,6,1,1,6,1,1,6,1,6,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,15,21,96,11,-152,5386,508,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,1,1,1,1,1,6,6
14132,21,S,5,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,150,144.8,0.7487,O2 min,1146.6,522.8,1673,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,15,21,145,11,-152,5386,522.8,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,6,6
14133,21,S,4,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,250,245.3,0.7487,particle feature,1170.9,488,1666.8,,,,,,,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,21,245,11,-152,5386,488,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,6,6,6
14134,21,S,3,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,400,394.8,0.7487,particle feature,997.9,404.4,1576.4,,"Leaking 2nd cartridge holder; S,Q volumes ok; total volume includes leak. ",,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,21,395,11,-152,5386,404.4,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,1,1,1,1,1,6,6
14135,21,S,2,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,600,591.8,0.7487,end of particle feature,1174.5,477.7,1651.1,,,XRF gets large black aggregate,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,1,6,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,15,21,592,11,-152,5386,477.7,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,6,6,6
14136,21,S,1,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,900,899.5,0.7487,particle baseline,1193.4,447,1701.9,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,6,6,6,6,1,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,1,6,6,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,1,3,1,1,1,1,1,15,21,900,11,-152,5386,447,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,1,6,6
14231,21,D,8,1,10,6819,11,-152,5378,10/31/18 6:30,10/31/18 6:30,1400,1402.2,0.4289,0,1206.5,439.6,1680,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,21,1402.2,11,-152,5378,439.6,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,6,6,1,1,6,6,6
14232,21,D,7,1,10,6819,11,-152,5378,10/31/18 6:30,10/31/18 6:30,2000,2006.2,0.4289,0,1116.9,392.5,1510.6,,,Smaller dark aggregate to Pa/Th; large black agg to archive,"7Q has large, dark (black) aggregate -> leave in sunsampled",,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,6,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,21,2006.2,11,-152,5378,392.5,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,1,1,1,1,1,6,6
14233,21,D,6,1,10,6819,11,-152,5378,10/31/18 6:30,10/31/18 6:30,2500,2507.2,0.4289,0,1187.8,441.1,1632.9,,,,,,6s has smaller large black aggregate to7Q -> to Pb/Po,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,15,21,2507.2,11,-152,5378,441.1,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,1,1,1,1,1,6,6
14234,21,D,5,1,10,6819,11,-152,5378,10/31/18 6:30,10/31/18 6:30,3250,3256.2,0.4289,0,1133.2,421.8,1562.1,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,1,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,6,6,1,1,1,6,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,15,21,3256.2,11,-152,5378,421.8,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,1,6,1,1,1,1,1,1,6,6
